text,CEFR
"Vor dem Training ist Thomas ungewöhnlich früh auf dem Sportplatz. Er will vor der Mannschaft eine kleine Rede über Gerechtigkeit halten. Nur wenn es Beweise oder Augenzeugen gibt, darf man jemanden beschuldigen. Das hat er gerade mit seinem Auto noch einmal selbst erfahren müssen. Ein Junge nach dem anderen verschwindet in der Umkleidekabine. Schließlich kommen auch Thierry und Ismail. Thomas ist stolz auf  seinen Kapitän, dass er sich so für den Neuen einsetzt. Doch Jonas taucht nicht auf. Erst als Thomas schon in der Umkleidekabine ist, erscheint auch Jonas. Aber Jonas ist nicht streitsüchtig wie  in den vergangenen Wochen. Er wirkt ganz geknickt. Die Geldbörse war gar nicht gestohlen“, gibt er zu. „Ich hatte sie in meinem Zimmer vergessen. Dann geht er zu Ismail und entschuldigt sich bei ihm vor versammelter Mannschaft. Thomas ist erleichtert, dass sich alles aufgeklärt hat.",B1
"Thomas klatscht in die Hände. „Jetzt haben wir aber genug geredet“, ruft er. „Ab auf den Platz und die Spannung loswerden. Drei Runden laufen, Männer! Alle Jungen stöhnen, wie immer. Aber Aufwärmen muss sein. Beim Spiel wirken alle Kicker wie befreit. Die angeblich gestohlene Geldbörse hat alle belastet. Doch nun sind alle wieder gut drauf und motiviert. Schneller, schneller, feuert Thomas sie an. „Das nächste Turnier kommt bestimmt. Und dann will ich wieder den Pokal haben. Beim Trainingsspiel legen sich alle richtig ins Zeug. Thierry, Jonas und Ismail sind zu dritt einfach wahnsinnig gut. Thomas macht sich gleich Notizen. Die drei wird er im nächsten Spiel zusammen aufstellen, soviel ist klar. Und dann macht er sich noch eine wichtige Notiz: Blumen für Bianka. Sie hat eindeutig einen Blumenstrauß verdient.",B1
"Seit einer Stunde wartet sie auf den Installateur, der ihre  Waschmaschine reparieren soll. Monika ist extra früh aufgestanden, um alles aufzuräumen. Vier Wäschekörbe sind voll mit schmutziger Wäsche. Langsam  haben ihre drei Kinder nichts mehr zum Anziehen. Seit Tagen kann sie nicht waschen und ihre Kinder meckern schon. Monikas Mann hat versucht, die Waschmaschine zu reparieren.  Aber es ist zu schwierig. Monika sieht auf die Uhr. Der Handwerker wollte um 7:30 Uhr  kommen. Jetzt ist es schon 8:30 Uhr. Monika hat noch nicht  gefrühstückt und auch keinen Kaffee getrunken. Jetzt sitzt sie nur dumm rum. Gleich muss sie zur Agentur für  Arbeit, wo sie arbeitet. Ein Mann kommt extra von weit her, um mit ihr für ein Vorstellungsgespräch zu trainieren. Dem kann sie nicht mehr  absagen. Monika Deckert nimmt das Telefon. Sie ruft den Handwerker an.",B1
"„Ich warte auf Sie!“, schimpft Frau Deckert. „Wann kommen Sie denn?“ Der Handwerker heißt Klaus Schmidt. Er entschuldigt sich nicht einmal für die Verspätung. „Das ist nicht meine Schuld“, sagt er. „Es ist Stau auf der A5. Am besten, ich fahre gleich wieder zurück. Haben Sie morgen Zeit?“ Monika glaubt, dass das nur eine Ausrede ist. Schnell sieht sie im  Internet bei den Staumeldungen nach. Auf der A5 gibt es keinen  Stau, steht dort. „Sie lügen mich an, Herr Schmidt!“, antwortet sie wütend. „Auf einen Handwerker muss ich mich verlassen können, sonst  brauche ich ihn nicht. Wer zu spät kommt, macht auch seine  Arbeit schlecht. Sie kündigt Klaus Schmidt den Auftrag und legt auf. Monika Deckert hasst es, umsonst zu warten. So ein Verhalten ist respektlos, da wird sie sauer.",B1
"Jetzt muss sie sich selbst beeilen, damit ihr Klient nicht warten  muss.Monika springt die Treppen in ihrem Haus herunter, hetzt zum  Auto und fährt los. Beinahe rast sie über eine rote Ampel. Und das  alles nur wegen dem Handwerker! „Ruhig, Monika!“, sagt sie zu sich selbst. „Es nützt nichts, wenn du einen Unfall baust. Dann kommst du erst recht zu spät.“ Sie sieht auf die Uhr. Es ist 9:30 Uhr. Noch hat sie genug Zeit bis zu ihrem Termin. Vor dem Parkhaus ist eine lange Schlange. Viele Autos stehen vor  ihr. Es dauert fast zehn Minuten, bis Monika endlich einen Parkplatz gefunden hat. Um eine Minute vor zehn ist Monika Deckert an ihrem  Arbeitsplatz. Sie hat immer noch keinen Kaffee getrunken.  Das will sie machen, wenn der Mann wieder gegangen ist.  Da hat sie eine Stunde frei. ‚Was für ein Tag!‘",B1
"Zum Glück ist Monikas Klient pünktlich. Langsam beruhigt sie sich wieder. Der Mann ist sehr nett und schreibt sich alles auf, was Monika ihm sagt. Er möchte dringend eine Arbeit haben und hat drei Vorstellungstermine. Monika gibt ihm jede Menge Tipps, wie man sich gut präsentiert. Um halb elf steht er auf. „Vielen Dank, Frau Deckert“, sagt er. „Sie haben mir sehr geholfen.“ „Das habe ich gerne gemacht“, sagt Monika. Ihre Arbeit macht ihr Spaß, auch wenn heute Morgen alles schief  ging. „Viel Glück!“, wünscht sie dem Mann. Dann geht sie in die Küche. Jetzt möchte sie endlich ihren Kaffee trinken. In der Küche sitzt ihre Kollegin. „Kennst du nicht einen Handwerker, der meine Waschmaschine  reparieren kann?“, fragt Monika.Doch die Kollegin schüttelt den Kopf. „Mein Abfluss im Waschbecken ist seit zwei Monaten verstopft“,  sagt sie. „Da kommt auch niemand.“ Monika seufzt und geht zu ihrem Büro zurück.",B1
"Zurück im Büro setzt Monika sich an den Computer. Sie sucht die  Telefonnummern von allen Installateuren der Stadt heraus. Einen  nach dem anderen ruft sie an. „In drei Wochen können wir kommen“, sagt der Erste. ‚In drei Wochen?‘, wundert sich Monika. ‚Und wie soll ich bis dahin waschen?‘ Der Zweite will gar nichts reparieren. „Kaufen Sie sich eine neue Waschmaschine“, rät er. „Ich mache Ihnen ein super Angebot!“ Genervt ruft Monika den dritten Handwerker an. Der ist für einen Monat im Urlaub. Beim Vierten geht nur der Anrufbeantworter an. „Hinterlassen Sie eine Nachricht, wir rufen bestimmt zurück“, hört Monika. Sie bittet um einen Rückruf. Mal sehen, ob das funktioniert. ‚Warum mache ich das eigentlich?‘, fragt Monika sich schließlich.  ‚Darum sollte sich Olaf kümmern.‘ Sie versucht, ihren Mann Olaf im Büro zu erreichen. Doch Olaf geht nicht ran. Auf dem Handy hat sie mehr Glück.",B1
"„Hallo, mein Schatz“, sagt Monika, obwohl sie gerade ein bisschen sauer auf ihren Mann ist. „Ich habe mit den Handwerkern kein  Glück. Versuch du es doch bitte mal.“Gerade will sie Olaf die Namen vorlesen, die sie schon angerufen  hat. Doch ihr Mann widerspricht ihr sofort. „Wie stellst du dir das vor?“, spricht er ins Handy. „Ich bin gerade  auf der Autobahn und unterwegs zu einem Kunden. Mach du das,  ich bin sowieso schon zu spät!“ Monika Deckert seufzt. „Ich arbeite auch!“, motzt sie zurück. „Sollen unsere Kinder  deswegen mit dreckigen Kleidern in die Schule gehen?“ Olaf Deckert holt tief Luft, das hört Monika am Telefon. „Tut mir leid, Schatz“, antwortet er. „Ich will mich nicht mit dir  streiten. Heute Abend kümmere ich mich darum. Okay?“ Monika nickt, obwohl ihr Mann es ja nicht sehen kann.  „Okay“, sagt sie. „Und fahr vorsichtig! ",B1
"
Beinahe hätten sie sich wegen der blöden Maschine gestritten. Jetzt brauche ich noch einen Kaffee!‘, sagt sie zu sich selbst. Dann geht sie wieder in die Küche. Als Monika Deckert mit der Kaffeetasse in der Hand durch den Flur  der Agentur geht, kommen ihr zwei junge Leute entgegen. Ein  Mädchen und ein Junge. Monika erkennt das Mädchen, es ist Anna. „Hallo Anna“, begrüßt Monika sie. „Willst du zu mir?“ Anna nickt. „Ich habe den Praktikumsplatz!“, erzählt die fröhlich. „Vielen Dank, Frau Deckert. Ohne Sie hätte das nicht geklappt! “Monikas Laune wird gleich besser. Genau das mag sie an ihrer  Arbeit: Sie kann anderen Menschen helfen. Doch  kaum einer  bedankt sich bei ihr. Deshalb freut Monika der Besuch von Anna  doppelt. Dann schiebt Anna den Jungen nach vorne. „Das ist Sergio“, stellt sie vor. „Er möchte auch ein Praktikum machen. 
",B1
"
Monika nickt. Eigentlich hat sie gar keine Zeit. Sie hat noch einen  Termin und die kaputte Waschmaschine geht ihr auch nicht aus  dem Kopf. Aber das ist jetzt unwichtig. Außerdem sieht der Junge  sehr traurig aus. Na gut, eine halbe Stunde hat sie noch. „Heute habe ich leider nicht so lange Zeit“, sagt Monika als sie im  Büro sitzen. „Wie kann ich dir helfen?“ Der Junge sieht so aus, als wüsste er selbst nicht, warum er hier ist. „Ich hatte ein Gespräch für ein Praktikum“, erzählt er. „Aber der Chef konnte mich nicht leiden. “Monika fragt Sergio, wie er das bemerkt hat. Sergio berichtet von  seinem Morgen in der Autowerkstatt. Nebenbei erzählt er, dass er  viel zu spät war. ‚Noch einer!‘, denkt Monika. ‚Sind denn heute alle zu spät?’ „Du musst Verantwortung für dein Handeln übernehmen“, sagt sie freundlich. 
",B1
"„Nicht immer die Schuld auf andere schieben. Du warst viel zu spät.  Bei einem Vorstellungsgespräch geht das nicht. Der Chef nimmt sich extra Zeit für dich.“Sergio nickt einsichtig. „Während er auf dich wartet, kann er keine Autos reparieren“,  spricht Monika weiter. „Da hast du einen Fehler gemacht.“ Jetzt sieht Sergio noch trauriger aus. Monika muss ihn dringend  aufheitern. „Das geht aber vielen Menschen so, die nach Deutschland  kommen“, verrät sie. „Pünktlichkeit ist hier sehr wichtig.“ Monika seufzt. Sie denkt an ihren Handwerker.„Aber auch viele Deutsche halten sich nicht daran.“ Am nächsten Tag ist die Waschmaschine von Monika Deckert noch immer kaputt. Keiner der Handwerker hat sich bei ihr gemeldet.  Und ihr Mann hat auch keinen mehr erreicht. Jetzt haben sie kaum noch etwas zum Anziehen. Was soll sie nur tun? Um kurz nach vier Uhr klopft es an der Tür in ihrem Büro.",B1
"
„Hallo Sergio. Du bist zehn Minuten zu spät“, begrüßt Monika ihn freundlich. „Warum?“ Sergio will eine Ausrede erfinden, das sieht Monika. Doch dann ist  er ehrlich. „Niemand ist daran schuld“, gibt er zu. „Nur ich selbst. Ich habe  den Bus verpasst.“ Monika ist zufrieden mit Sergio. Er ist ein lernwilliger Junge, das  gefällt ihr. Sie schaut sich Sergio genau an. Er trägt lockere  Kleidung. „Der Chef einer Werkstatt sieht dich zum ersten Mal, wenn du dort  zur Tür herein kommst“, erklärt sie. „Da zählt der erste Eindruck.  Bei einem Vorstellungsgespräch muss man sich also gut anziehen. Sonst hat man es schwer. “Sergio schreibt sich den Tipp auf. Am Ende der Stunde ist sein  ganzer Zettel voll. Kann ich morgen noch einmal kommen?“, fragt er. „Ich glaube,  ich kann noch viel von Ihnen lernen. Ok. Komm wieder um 16:00 Uhr vorbei.“
",B1
"Auch am nächsten Tag ist die Waschmaschine noch immer kaputt. In der Küche ist ein richtiger Berg mit schmutzigen Sachen. Müssen Monika und ihr Mann wirklich eine Neue kaufen? Eigentlich haben sie ein bisschen Geld für den nächsten Urlaub  gespart. Wenn sie es jetzt für eine Waschmaschine ausgeben,  können sie nicht drei Wochen wegfahren, sondern nur zwei. Das wäre wirklich ärgerlich! Die ganze Familie hat sich schon so auf den langen Urlaub gefreut! Um zehn Minuten vor vier klopft es an Monikas Bürotür. Sergio  steckt seinen Kopf ins Zimmer. „Hallo, Frau Deckert“, sagt er freundlich. „Ich bin da, darf ich schon hereinkommen?“ Monika winkt ihn herein. „Für Jungen, die pünktlich sind, habe ich immer Zeit“, antwortet  sie. „Setz dich. Heute üben wir, wie man mit einem Chef redet.“Monika sagt Sergio, was er tun soll. Monika spielt den Chef und Sergio ist Sergio.",B1
" 
Immer wieder lachen sie, weil Sergio ein Wort falsch benutzt.  Wenn man sich mag, darf man auch zusammen über Fehler  lachen. So wird Sergio immer lockerer. Er erzählt von seinem Leben in Italien, und wie seine Familie nach Deutschland gekommen ist. Bald vergisst er die Angst, beim Sprechen Fehler zu machen. Das  merkt Monika ihm an. Monika stellt ihm viele Fragen. Sie glaubt, dass Sergio ein tüchtiger  und verlässlicher Junge ist. So einen Praktikanten kann jeder Chef  gut gebrauchen. Sie beschließt, sich für Sergio einzusetzen. Er hat gezeigt, dass er  gut zuhört, wenn ihm jemand einen Tipp gibt. Außerdem findet sie gut, dass Sergio auch schon heute bei ihr gute Kleidung an hat. „Willst du immer noch Automechaniker werden?“, fragt Monika  am Ende der Stunde. Sergios Augen strahlen. „Ja, unbedingt!“, antwortet er.
",B1
"
Wie die Waschmaschine repariert wurde. Monika Deckert hat sich entschieden: Sie muss Sergio ein bisschen helfen. Bei einer Werkstatt anzurufen, traut er sich noch nicht. Also wählt sie eine Telefonnummer aus ihrer Kartei. Sofort hat sie den Chef am Telefon. „Hier ist Monika Deckert von der Agentur für Arbeit“, sagt sie.  „Können Sie noch einen fleißigen Jungen für ein Praktikum  gebrauchen, der wirklich sehr schnell lernt?“Der Chef überlegt lange. „Eigentlich ist der Praktikumsplatz schon vergeben“, antwortet er dann. „Aber wir haben in den nächsten Wochen viel Arbeit. Einen wirklich guten Jungen, der nicht nur rumsteht, könnten wir schon  noch einstellen. “Monika macht für Sergio einen Termin für den nächsten Tag. Doch Sergio wird erst mal kreidebleich.„Ist das wieder die gleiche Werkstatt wie am Montag?“, fragt er.  „Da kann ich nicht mehr hingehen. Es ist mir so peinlich.“Monika schüttelt den Kopf.
",B1
" „Das braucht es nicht“, sagt sie. „Wenn du pünktlich bist und dich  gut anziehst, kann eigentlich nichts schief gehen. Der Chef ist nämlich sehr nett.“ Tatsächlich verspricht Sergio, zu dem Termin zu gehen. Und er bedankt sich herzlich bei Monika. Am nächsten Vormittag muss Monika erst um 10:00 Uhr arbeiten.  Aber sie hat schlechte Laune. Ihre Kinder haben genörgelt, weil sie angeblich überhaupt nichts mehr zum Anziehen haben. Monika findet auch: Jetzt muss etwas getan werden. Sie könnte  ihre Nachbarin fragen. Die grüßt sie immer so freundlich im Hausflur, dabei kennen die beiden sich kaum. Kann Monika wirklich dort klingeln? Es ist ihr ein bisschen peinlich. Aber dann denkt sie an Sergio. Gestern noch hat sie ihm gesagt, dass er Mut haben soll. Und jetzt hat sie selbst keinen. Also nimmt Monika  sich den Wäschekorb und geht zur Nachbarwohnung.",B1
"Svetlana öffnet gleich die Tür. Sie kommt aus Russland, spricht  aber recht gut Deutsch. Sie ist sehr hilfsbereit. Natürlich darf  Monika dort ihre Wäsche waschen! Als Monika zurück in ihre Wohnung will, um dort auf die fertige  Wäsche zu warten, bietet Svetlana ihr Kaffee und russischen  Kuchen an. „So spontan sind wir Deutschen nicht“, gesteht Monika und nimmt  die Einladung gerne an. Es wird noch ein sehr lustiger Morgen. Dann fährt Monika fröhlich  zur Arbeit. Gerade sitzt Monika Deckert an ihrem Schreibtisch,  als es ungeduldig an ihre Bürotür klopft. Monika sieht auf die Uhr.  Sie hat doch gar keinen Termin, wer könnte das sein? „Herein!“, ruft sie. Da stürmen Sergio und Anna ins Zimmer.„Ich habe den Praktikumsplatz!“, jubelt Sergio. „Vielen, vielen  Dank, Frau Deckert! Ohne sie und Anna hätte ich das nie  geschafft. Monika Deckert freut sich mit Sergio.",B1
"„Nicht immer anderen die Schuld geben“, sagt sie und lacht. „Du hast auch eine Menge dafür getan. Du hast mir zugehört,  obwohl du am Anfang gar keine Lust hattest, stimmt´s?“ „Mir haben die Gespräche mit dir auch viel Spaß gemacht“, gibt  Monika zu. „Ich hatte nämlich viel Ärger in dieser Woche.“Da strahlt Sergio noch mehr. „Warum sagen Sie das nicht gleich?“, fragt er. „Mein Vater ist doch Installateur, der beste der ganzen Stadt! Heute Abend kommen wir zu Ihnen. Er ist nämlich auch sehr dankbar, dass Sie mir geholfen haben. “Monika Deckert überlegt nur kurz, ob sie die Hilfe annehmen kann. Die Welt wäre viel besser, wenn die Menschen mehr um Hilfe fragen würden, glaubt sie. Und viel lustiger.„In Ordnung! „Aber nur, wenn du auch mitkommst. Und Anna auch. Dann koche ich etwas für alle. Mein Herd ist ja schließlich nicht kaputt.“",B1
"Sehr geehrter Herr Saalfeldt, anbei sende ich Ihnen den überarbeiteten Bauplan für Ihre neue Lagerhalle in Rottenburg.  Wenn Sie noch Fragen haben, rufen Sie mich gerne an.Den neuen Kostenvoranschlag senden wir Ihnen innerhalb der nächsten Woche zu.Mit freundlichen Grüßen, Architekturbüro Lange & Partner. Sehr geehrter Herr Drach, bitte entschuldigen Sie, dass ich nicht zu unserer Betriebsweihnachtsfeier kommen konnte. Unsere Tochter hatte hohes Fieber und wir mussten mit ihr ins Krankenhaus fahren. Es geht ihr zum Glück wieder besser. Ich hoffe, dass es eine schöne Feier war.Mit freundlichen Grüßen Malika Svoboda. Sehr geehrte Damen und Herren, wir benötigen vom 10. bis zum 13. Dezember 20.. (3 Übernachtungen) zwei Einzelzimmer für unsere Firmengäste Barbara Delle und Yogendra Bhat und möchten diese Zimmer gern bei Ihnen reservieren. Einen Parkplatz brauchen unsere Gäste nicht, aber einen Internet-Zugang auf den Zimmern. Beide Gäste reisen am 10. Dezember gegen 16 Uhr an.",B1
"Messebau Ellerwald, Landgraf. Was kann ich für Sie tun? 0  Guten Morgen, Frau Landgraf. Maler hier, Firma Strecker und Partner. Ich möchte mit Ihnen über unseren Messestand sprechen. Einen kleinen Augenblick, Herr Maler, ich hole mir eben die Unterlagen. – So, ich habe Ihren Auftrag vor mir. Worum geht es? 0  Da ist einmal der Termin. Können Sie den Stand am Donnerstag auch schon früher aufbauen? Wir brauchen für die Einrichtung wahrscheinlich doch länger und es wäre schön, wenn Sie mit Ihren Arbeiten etwa um 12:00 Uhr mittags fertig sein könnten. Wir hatten 15:00 Uhr vereinbart. 12:00 Uhr könnte schwierig werden. Ich möchte Ihnen nichts Unmögliches versprechen. Ist 13:00 Uhr auch in Ordnung für Sie? 0  Das könnte schon reichen. Danke. Und dann sind da noch zwei Punkte zum Stand selbst. Wir möchten gern eine unserer Maschinen in den Stand hängen. ",B1
"Messebau Ellerwald, Landgraf. Was kann ich für Sie tun? Guten Morgen, Frau Landgraf. Maler hier, Firma Strecker und Partner. Ich möchte mit Ihnen über unseren Messestand sprechen. Einen kleinen Augenblick, Herr Maler, ich hole mir eben die Unterlagen. – So, ich habe Ihren Auftrag vor mir. Worum geht es? Da ist einmal der Termin. Können Sie den Stand am Donnerstag auch schon früher aufbauen? Wir brauchen für die Einrichtung wahrscheinlich doch länger und es wäre schön, wenn Sie mit Ihren Arbeiten etwa um 12:00Uhr mittags fertig sein könnten. Wir hatten 15:00 Uhr vereinbart. 12:00Uhr könnte schwierig werden. Ich möchte Ihnen nichts Unmögliches versprechen. Ist 13:00 Uhr auch in Ordnung für Sie? Das könnte schon reichen. Danke. Und dann sind da noch zwei Punkte zum Stand selbst. Wir möchten gern eine unserer Maschinen in den Stand hängen. Wir wissen aber nicht, ob die Konstruktion die Maschine trägt.",B1
"
Sie wiegt etwa 25 Kilogramm. Geht das?Das kann ich Ihnen leider nicht direkt sagen, da muss ich erst mit unserer Werkstatt sprechen. Ich frage da gleich nach. Was ist der zweite Punkt?    In der Teeküche brauchen wir noch ein kleines Regal, drei Bretter, etwa 2  cm tief und 5  cm breit. .  Das habe ich notiert. Das Regal ist kein Problem. Wegen der Konstruktion, da muss ich erst nachfragen. Sind Sie in einer halben Stunde erreichbar?    Ja, Sie können mich unter meiner Handynummer erreichen. Haben Sie die auf Ihrem Display? Bis dann und danke, Frau Landgraf. Gern, Herr Maler.Sehr geehrte Frau Hartmann, vielen Dank für Ihre Reservierung im Hotel Thüringischer Hof, die wir Ihnen wie folgt bestätigen: Anreise: 10.12.20.. Abreise: 12.12.20.. 1 Einzelzimmer zum Preis von € 87,00/Übernachtung + Frühstück für Frau Barbara Delling",B1
"Sehr geehrte Damen und Herren,unsere Firma macht am 23.10.20.. einen Betriebsausflug. Wir werden voraussichtlich gegen 19:00 Uhr mit dem Reisebus in Münster ankommen und suchen für den Abend ein passendes Lokal für Abendessen und Übernachtung. Wir sind 52 Personen. Bitte schicken Sie uns ein unverbindliches Angebot für Abendessen, Übernachtung und Frühstück. Die Getränke am Abend zahlen die Mitarbeiter selbst.Mit freundlichen Grüßen Sehr geehrter Herr Al-Mahmoud,wir danken Ihnen für Ihr Angebot. Ihre Preise für Kartons und Luftpolsterfolie sind deutlich höher als die Ihrer Konkurrenz. Deshalb haben wir uns für einen anderen Lieferanten entschieden. Mit freundlichen Grüßen. Sehr geehrter Herr Nguyen,hiermit kündigen wir unseren Vertrag mit Ihrem Unternehmen (regelmäßige Abholung und Vernichtung unserer Akten) zum nächstmöglichen Termin.Unsere Kundennummer lautet: Do 2355 Das Datum des Vertragsabschlusses ist der 04.02.20.Bitte bestätigen Sie uns den Eingang unserer Kündigung und teilen Sie uns den Zeitpunkt des Vertragsendes mit Mit freundlichen Grüßen Olga Mann-Schmittkowski",B1
"Ich arbeite in der Friseurbranche. Nach meiner Ausbildung  zur Friseurin habe ich zuerst bei Haarfein in Frankfurt  gearbeitet. Das war von 2010 bis 2014. Da war ich als Friseurin angestellt. Ich habe da meistens die Langhaarfrisuren gemacht  und die Kinderfrisuren, weil ich gut mit Kindern umgehen  kann. Später in Berlin habe ich dann hauptsächlich gefärbt  und getönt. Wir suchen für unseren ambulanten OP-Bereich zum nächst- möglichen Termin eine/n flexible/n und teamfähige/n Krankenpfleger/-in bzw. Operationstechnische/n Assisstent/in bzw. Medizinische/n Fachangestellte/n in Vollzeit, OP-Erfahrung von Vorteil. Bitte senden Sie Ihre Bewerbung mit den üblichen Unterlagen an die Augenärztliche Gemeinschaftspraxis GbR – Augenklinik Saar – Herrn Dr. Holtmann Uferstr. 11–13 66111 Saarbrücken. Zum 1. August suchen wir eine/n Auszubildende/n für den Beruf Kaufmann/-frau im Großhandel. Schulische Voraussetzung: Realschulabschluss, außerdem erwarten wir Engagement und Zuverlässigkeit. Ihre aussagefähigen Unterlagen senden Sie bitte an folgende Adresse. ",B1
"Mitarbeiter Call-Center. Als Mitarbeiter/in für unsere Kunden-Hotline bringen Sie eine angenehme Stimme und gute Kenntnisse auf dem Gebiet der Unterhaltungselektronik mit. Sie sind freundlich und verstehen sich als 100%iger Dienstleister, denn Sie sind für unsere Kunden Ansprechpartner bei Fragen zu unserem Produktsortiment. Sie arbeiten in einem kleinen Team. Erfahrungen in der telefonischen Kundenbetreuung sind er- wünscht, ebenso wie Fremdsprachenkenntnisse. Bitte richten Sie Ihre Bewerbungsunterlagen (Anschreiben, Lebenslauf, Zeugnisse) an: Technik- & Elektromarkt Stecker Konstanz Personalabteilung Harald Oertl Schneckenburgstr. Konstanz. Wir sind ein Wohnungsunternehmen mit rund 2000 eigenen Mietwohnungen in Dresden und suchen zum nächstmöglichen Termin für unsere Technische Hausverwaltung einen Hausverwalter mit Qualifikation als Meister/Techniker des Fach- bereichs Heizung/Sanitär sowie einen Service-Handwerker mit Qualifikation als Geselle in einem bauhandwerklichen Beruf. Wir bieten eine leistungsgerecht bezahlte Tätig- keit. Wir setzen hierfür eine selbstständige und verantwortungsbewusste Arbeitsweise voraus. Bewerbungen richten Sie bitte mit Lichtbild an Herrn Martens von der Technischen Abteilung.",B1
"Was tun bei einem Transportschaden? Sie haben im Internet etwas bestellt. Ein Transportunternehmen bringt Ihnen die Ware. Sie kontrollieren die Sendung und stellen fest, dass das Paket beschädigt ist. (Es hat z. B. ein Loch.) Was tun? Sie haben zwei Möglichkeiten: Entweder Sie verweigern die Annahme der Sendung oder Sie lassen sich den Schaden vom Transporteur (z. B. dem Lieferwagenfahrer) dokumentieren. Wichtig: Unterschreiben Sie bei einem Transportschaden nie eine Empfangsbestätigung ohne die Dokumentation des Schadens. Notieren Sie in jedem Fall den Namen des Fahrers und/oder das Nummernschild des Fahrzeugs. Bevor Sie die Ware auspacken, sollten Sie die beschädigte Verpackung fotografieren. Erst danach sollten Sie überprüfen, ob die Ware selbst beschädigt ist. Falls die Ware selbst einen sichtbaren Schaden hat, machen Sie davon ebenfalls Fotos. Beschädigte Ware bis zur Klärung des weiteren Vorgehens nicht benutzen!",B1
"
Informieren Sie dann so schnell wie möglich den Online-Händler über den Transportschaden. Beschreiben Sie ihm den Schaden und senden Sie ihm Fotos, die Sie von Ware und Verpackung gemacht haben. Teilen Sie ihm am besten auch gleich mit, was Sie möchten: Geld zurück (falls Sie schon bezahlt haben), neue Ware, Reparatur oder Preisnachlass? Was möglich ist, hängt natürlich auch von der Art der Beschädigung ab. Sehr geehrte Frau …, / Sehr geehrter Herr …, Herr Grawert kann unser Warenlager gern in der nächsten Woche Mittwoch oder Donnerstag zwischen 14 und 18 Uhr besichtigen. Im neuen Warenlager wird bis zum Umzugstermin ein Regalsystem installiert sein. Eine Zwischenlagerung der Waren ist also nicht mehr notwendig. Bitte streichen Sie diesen Punkt unserer Anfrage. Mit freundlichen Grüßen. Indra Griesohn.
",B1
"Bei mir war es so: Schwimmen war mir  immer schon sehr wichtig. Bereits in der Grundschule und auch später im Gymnasium habe ich Schwimmen als Leistungssport betrieben. Bei vielen Nachwuchswettkämpfen war ich sogar recht erfolgreich, aber für den Profisport hat es dann doch nicht gereicht. Dafür hätte ich die Schule und das Abitur aufs Spiel setzen müssen und das wollte ich auf keinen Fall. Es lag aber auf der Hand, etwas mit Sport, oder genauer gesagt mit Schwimmen zu machen. Und ein paar Jahre später habe ich dann tatsächlich ein Studium der Sportwissenschaften beendet. Seit vier Jahren arbeite nun ich als Schwimmlehrerin in einer Grundschule. Da ich vor zwei Jahren auf Empfehlung des Landessportverbands die Trainerlizenz erworben habe, bin ich zusätzlich als A-Trainerin im Leistungssport tätig. Außerdem habe ich vor einem Jahr  noch einen Fortbildungslehrgang zur zertifizierten Kursleiterin für Säuglings- und Kleinkinderschwimmen abgeschlossen.",B2
"Ich wollte mich nach Ihrem Schwimmprogramm für Säuglinge erkundigen.  Gibt es da ein bestimmtes Mindestalter?
Ja, durchaus. Unsere Babyschwimmkurse werden für Kinder im Alter von 12 bis 16 Wochen angeboten. Dabei müssen wir aber natürlich auch den aktuellen Entwicklungsstand sowie den derzeitigen Gesundheitszustand des Kindes berücksichtigen. Falls ein Kind beispielsweise zu Mittelohrentzündungen neigt, wäre von einem Schwimmkurs in dem Alter eher abzuraten. 
Bei uns gibt es da glücklicherweise überhaupt keine Bedenken. Wäre es denn möglich, jetzt schon einen Platz bei Ihnen zu reservieren? Unser Kind ist jetzt sechs Wochen alt. 
Das geht leider nicht, tut mir leid. Momentan laufen die Anmeldungen für die Kinder, die jetzt acht bis zehn Wochen alt sind. Außerdem ist eine verbindliche Anmeldung nur elektronisch mittels des Anmeldeformulars auf unserer Homepage möglich. Und da nur eine beschränkte Anzahl an Kursplätzen zur Verfügung steht, werden diese in der Reihenfolge des Zahlungseingangs vergeben. ",B2
"Ich bin 76 und habe tatsächlich schon etliche Enkelkinder. Durch das Studium hier an der Uni bin ich dankenswerterweise nun so weit, dass sie mich bei ihren Hausaufgaben manchmal um Unterstützung bitten. Wissen Sie, letztlich hole ich hier nur etwas nach, was mir in meiner Jugend Ende der 50er Jahre verwehrt geblieben ist. Ich war der älteste Sohn und musste schon früh anfangen zu arbeiten, um meine Eltern finanziell nicht weiter zu belasten. Ein Studium saß da einfach nicht drin. Doch bis ins Alter habe ich mir eine gewisse Offenheit und Neugier bewahrt. Wie man sieht, bin ich auch nicht der einzige Seniorenkommilitone weit und breit, bei manchen Lehrveranstaltungen stellen wir, die älteren Gasthörer, sogar gut die Hälfte der anwesenden Studenten. Tatsächlich macht es mich wirklich glücklich, hier sein zu dürfen und das Recht auf Bildung für jeden genießen zu können.",B2
